"Country","Year","Value","Value Footnotes","Unit"
"Netherlands","1996","23830","","million cubic metres"
"Netherlands","1995","29810","","million cubic metres"
"Netherlands","1990","24940","","million cubic metres"
"Oman","2000","9481","","million cubic metres"
"Panama","2009","214658.40625","","million cubic metres"
"Panama","2008","223361.59375","","million cubic metres"
"Panama","2007","256999","","million cubic metres"
"Panama","2006","217767","","million cubic metres"
"Panama","2005","209087","","million cubic metres"
"Panama","2004","192041","","million cubic metres"
"Panama","2003","218468","","million cubic metres"
"Panama","2002","165348","","million cubic metres"
"Panama","2001","180091","","million cubic metres"
"Panama","2000","143325","","million cubic metres"
"Panama","1999","214792","","million cubic metres"
"Panama","1998","204365","","million cubic metres"
"Panama","1997","156306","","million cubic metres"
"Panama","1996","225321","","million cubic metres"
"Panama","1995","215991","","million cubic metres"
"Panama","1990","189232","","million cubic metres"
"Paraguay","2009","636689.75","","million cubic metres"
"Paraguay","2008","493101.78125","","million cubic metres"
"Paraguay","2007","547898.8125","","million cubic metres"
"Paraguay","2006","566126.5","","million cubic metres"
"Paraguay","2005","545852.0625","","million cubic metres"
"Paraguay","2004","586477.125","","million cubic metres"
"Paraguay","2003","608295.875","","million cubic metres"
"Paraguay","2002","633679.5625","","million cubic metres"
"Paraguay","2001","541071.5625","","million cubic metres"
"Paraguay","2000","602081.8125","","million cubic metres"
"Paraguay","1999","462376.59375","","million cubic metres"
"Paraguay","1995","517728.375","","million cubic metres"
"Paraguay","1990","738641.3125","","million cubic metres"
"Poland","2009","211370","","million cubic metres"
"Poland","2008","200207","","million cubic metres"
"Poland","2007","224878","","million cubic metres"
"Poland","2006","193141","","million cubic metres"
"Poland","2005","179446","","million cubic metres"
"Poland","2004","194141","","million cubic metres"
"Poland","2003","152305","","million cubic metres"
"Poland","2002","210525","","million cubic metres"
"Poland","2001","232444","","million cubic metres"
"Poland","2000","197268","","million cubic metres"
"Poland","1999","199832","","million cubic metres"
"Poland","1998","220094","","million cubic metres"
"Poland","1997","198988","","million cubic metres"
"Poland","1996","192547","","million cubic metres"
"Poland","1995","205054","","million cubic metres"
"Poland","1990","203125","","million cubic metres"
"Portugal","2009","45418","","million cubic metres"
"Portugal","2008","52684","","million cubic metres"
"Portugal","2007","76685","","million cubic metres"
"Portugal","2006","66782","","million cubic metres"
"Portugal","2005","35188","","million cubic metres"
"Portugal","2004","61516","","million cubic metres"
"Portugal","2003","80606","","million cubic metres"
"Portugal","2002","52427","","million cubic metres"
"Portugal","2001","131785","","million cubic metres"
"Portugal","2000","71207","","million cubic metres"
"Portugal","1999","72866","","million cubic metres"
"Portugal","1998","61773","","million cubic metres"
"Portugal","1997","107298","","million cubic metres"
"Portugal","1996","111270","","million cubic metres"
"Portugal","1995","58737","","million cubic metres"
"Portugal","1990","93571","","million cubic metres"
"Qatar","2009","130.699996948242","","million cubic metres"
"Qatar","2008","38.5","","million cubic metres"
"Qatar","2007","88.0999984741211","","million cubic metres"
"Qatar","2006","183.399993896484","","million cubic metres"
"Qatar","2005","91.5999984741211","","million cubic metres"
"Qatar","2004","93.1999969482422","","million cubic metres"
"Qatar","2003","84.5999984741211","","million cubic metres"
"Qatar","2002","95.5","","million cubic metres"
"Qatar","2001","19.3999996185303","","million cubic metres"
"Qatar","2000","66.1999969482422","","million cubic metres"
"Qatar","1999","82.4000015258789","","million cubic metres"
"Qatar","1998","72.5","","million cubic metres"
"Qatar","1997","239","","million cubic metres"
"Qatar","1996","188.199996948242","","million cubic metres"
"Qatar","1995","396.5","","million cubic metres"
"Republic of Moldova","2009","14348","","million cubic metres"
"Republic of Moldova","2008","18995.599609375","","million cubic metres"
"Republic of Moldova","2007","16967.599609375","","million cubic metres"
"Republic of Moldova","2006","17170.400390625","","million cubic metres"
"Republic of Moldova","2005","20682.400390625","","million cubic metres"
"Republic of Moldova","2004","19806.80078125","","million cubic metres"
"Republic of Moldova","2003","15514.2001953125","","million cubic metres"
"Republic of Moldova","2002","19739.19921875","","million cubic metres"
"Republic of Moldova","2001","20246.19921875","","million cubic metres"
"Republic of Moldova","2000","15412.7998046875","","million cubic metres"
"Republic of Moldova","1999","18599","","million cubic metres"
"Republic of Moldova","1998","21530.599609375","","million cubic metres"
"Republic of Moldova","1997","21226.400390625","","million cubic metres"
"Republic of Moldova","1996","22713.599609375","","million cubic metres"
"Republic of Moldova","1995","18792.80078125","","million cubic metres"
"Republic of Moldova","1990","12979.2001953125","","million cubic metres"
"Romania","2009","156000","","million cubic metres"
"Romania","2008","158000","","million cubic metres"
"Romania","2007","174000","","million cubic metres"
"Romania","2006","162500","","million cubic metres"
"Romania","2005","206000","","million cubic metres"
"Romania","2004","167000","","million cubic metres"
"Romania","2003","131000","","million cubic metres"
"Romania","2002","155000","","million cubic metres"
"Romania","2001","170000","","million cubic metres"
"Romania","2000","102000","","million cubic metres"
"Romania","1999","170000","","million cubic metres"
"Romania","1998","170000","","million cubic metres"
"Romania","1997","171000","","million cubic metres"
"Romania","1996","151000","","million cubic metres"
"Romania","1995","147000","","million cubic metres"
"Romania","1990","113000","","million cubic metres"
"Senegal","2007","135000","","million cubic metres"
"Serbia","2009","59320","","million cubic metres"
"Serbia","2008","46758","9","million cubic metres"
"Serbia","2007","57251.8125","9","million cubic metres"
"Serbia","2006","53796.27734375","9","million cubic metres"
"Serbia","2005","63501.0546875","9","million cubic metres"
"Serbia","2004","60740","9","million cubic metres"
"Serbia","2003","44090","9","million cubic metres"
"Serbia","2002","51910","9","million cubic metres"
"Serbia","2001","60980","9","million cubic metres"
"Serbia","2000","30760","9","million cubic metres"
"Serbia","1999","64850","9","million cubic metres"
"Serbia","1998","52002.16796875","","million cubic metres"
"Serbia","1997","52107.42578125","9","million cubic metres"
"Serbia","1996","56915.0703125","9","million cubic metres"
"Serbia","1995","57020","9","million cubic metres"
"Serbia","1990","37580","9","million cubic metres"
"Singapore","2009","1650","","million cubic metres"
"Singapore","2008","2100","","million cubic metres"
"Singapore","2007","2420","","million cubic metres"
"Singapore","2006","2300","","million cubic metres"
"Singapore","2005","1810","","million cubic metres"
"Singapore","2004","1940","","million cubic metres"
"Singapore","2003","2120","","million cubic metres"
"Singapore","2002","1667","","million cubic metres"
"Singapore","2001","1968","","million cubic metres"
"Singapore","2000","1818","","million cubic metres"
"Singapore","1999","1861","","million cubic metres"
"Singapore","1998","1962","","million cubic metres"
"Singapore","1997","1185","","million cubic metres"
"Singapore","1996","1678","","million cubic metres"
"Singapore","1995","1797","","million cubic metres"
"Singapore","1990","1174","","million cubic metres"
"Slovakia","2007","39460","","million cubic metres"
"Slovakia","2006","36274","","million cubic metres"
"Slovakia","2005","46029","","million cubic metres"
"Slovakia","2004","41715","","million cubic metres"
"Slovakia","2003","28080","","million cubic metres"
"Slovakia","2002","41225","","million cubic metres"
"Slovakia","2001","41421","10","million cubic metres"
"Slovakia","2000","37500","","million cubic metres"
"Slovakia","1999","40294","","million cubic metres"
"Slovakia","1998","40196","","million cubic metres"
"Slovakia","1997","37058","","million cubic metres"
"Slovakia","1996","41127","","million cubic metres"
"Slovakia","1995","40637","","million cubic metres"
"Slovakia","1990","36826","","million cubic metres"
"Slovenia","2008","36444","","million cubic metres"
"Slovenia","2007","28656","","million cubic metres"
"Slovenia","2006","24125","","million cubic metres"
"Slovenia","2005","28343","","million cubic metres"
"Slovenia","2004","32053","","million cubic metres"
"Slovenia","2003","23249","","million cubic metres"
"Slovenia","2002","29500","","million cubic metres"
"Slovenia","2001","28645","","million cubic metres"
"Slovenia","2000","31780","","million cubic metres"
"Slovenia","1999","31323","","million cubic metres"
"Slovenia","1998","31945","","million cubic metres"
"Slovenia","1997","27413","","million cubic metres"
"Slovenia","1996","33857","","million cubic metres"
"Slovenia","1995","32673","","million cubic metres"
"Slovenia","1990","32100","","million cubic metres"
"South Africa","2000","548600","","million cubic metres"
"Spain","2005","247633","","million cubic metres"
"Spain","2004","316606","","million cubic metres"
"Spain","2003","382492","","million cubic metres"
"Spain","2002","288372","","million cubic metres"
"Spain","2001","386826","","million cubic metres"
"Spain","2000","276138","","million cubic metres"
"Spain","1999","267982","","million cubic metres"
"Spain","1998","365853","","million cubic metres"
"Spain","1997","397312","","million cubic metres"
"Spain","1996","435200","","million cubic metres"
"Spain","1995","261536","","million cubic metres"
"Spain","1990","350914","","million cubic metres"
"Sri Lanka","2006","107600","","million cubic metres"
"Sri Lanka","2005","126037","","million cubic metres"
"Sri Lanka","2004","105435","","million cubic metres"
"Sri Lanka","2003","127611","","million cubic metres"
"Sri Lanka","2002","93101","","million cubic metres"
"Sri Lanka","2001","96512","","million cubic metres"
"Sri Lanka","2000","93822","","million cubic metres"
"Sri Lanka","1999","85031","","million cubic metres"
"Sri Lanka","1998","122428","","million cubic metres"
"Sri Lanka","1997","109372","","million cubic metres"
"Sri Lanka","1996","126168","","million cubic metres"
"Sri Lanka","1995","106223","","million cubic metres"
"Sri Lanka","1990","106682","","million cubic metres"
"Sweden","2009","340066","","million cubic metres"
"Sweden","2008","357745","","million cubic metres"
"Sweden","2007","340484","","million cubic metres"
"Sweden","2006","360630","","million cubic metres"
"Sweden","2005","334552","","million cubic metres"
"Sweden","2004","339172","","million cubic metres"
"Sweden","2003","308014","","million cubic metres"
"Sweden","2002","307074","","million cubic metres"
"Sweden","2001","369682","","million cubic metres"
"Sweden","2000","424479","","million cubic metres"
"Sweden","1999","322170","","million cubic metres"
"Sweden","1998","372570","","million cubic metres"
"Sweden","1997","284380","","million cubic metres"
"Sweden","1996","253780","","million cubic metres"
"Sweden","1995","298330","","million cubic metres"
"Sweden","1990","328020","","million cubic metres"
"Switzerland","2007","63723","","million cubic metres"
"Switzerland","2006","56696","","million cubic metres"
"Switzerland","2005","53152","","million cubic metres"
"Switzerland","2004","56977","","million cubic metres"
"Switzerland","2003","55224","","million cubic metres"
"Switzerland","2002","59471","","million cubic metres"
"Switzerland","2001","78097","","million cubic metres"
"Switzerland","2000","62203","","million cubic metres"
"Switzerland","1999","78601","","million cubic metres"
"Switzerland","1998","56717","","million cubic metres"
"Switzerland","1997","61848","","million cubic metres"
"Switzerland","1996","50432","","million cubic metres"
"Switzerland","1995","73560","","million cubic metres"
"Switzerland","1990","57466","","million cubic metres"
"Syrian Arab Republic","2007","39131","","million cubic metres"
"Syrian Arab Republic","2006","41991","","million cubic metres"
"Syrian Arab Republic","2005","50405","","million cubic metres"
"Syrian Arab Republic","2004","60397","","million cubic metres"
"Syrian Arab Republic","2003","54978","","million cubic metres"
"Syrian Arab Republic","2002","44202","","million cubic metres"
"Syrian Arab Republic","2001","38908","","million cubic metres"
"Syrian Arab Republic","2000","31089","","million cubic metres"
"Syrian Arab Republic","1999","40300","","million cubic metres"
"Syrian Arab Republic","1995","43291","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2008","12999","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2007","15422","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2006","13863","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2005","19174","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2004","22797","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2003","18532","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2002","24172","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2001","13486","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","2000","13650","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1999","21780","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1998","15776","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1997","12704.2998046875","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1996","16414","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1995","22664","","million cubic metres"
"The Former Yugoslav Rep. of  Macedonia","1990","13860","","million cubic metres"
"Togo","2000","62635","","million cubic metres"
"Togo","1999","78547","","million cubic metres"
"Togo","1998","69943","","million cubic metres"
"Togo","1997","69912","","million cubic metres"
"Togo","1996","69793","","million cubic metres"
"Togo","1995","75646","","million cubic metres"
"Togo","1990","79878","","million cubic metres"
"Trinidad and Tobago","2006","10882.75","","million cubic metres"
"Trinidad and Tobago","2005","12084.1298828125","","million cubic metres"
"Trinidad and Tobago","2004","11607.740234375","","million cubic metres"
"Trinidad and Tobago","2003","8446.3291015625","","million cubic metres"
"Trinidad and Tobago","2002","10164","","million cubic metres"
"Trinidad and Tobago","2001","8728.8203125","","million cubic metres"
"Trinidad and Tobago","2000","11449.080078125","","million cubic metres"
"Trinidad and Tobago","1999","11085","","million cubic metres"
"Tunisia","2007","27120","","million cubic metres"
"Tunisia","2006","30600","","million cubic metres"
"Tunisia","2005","26400","","million cubic metres"
"Tunisia","2004","38280","","million cubic metres"
"Tunisia","2003","34200","","million cubic metres"
"Tunisia","2002","18960","","million cubic metres"
"Tunisia","2001","18960","","million cubic metres"
"Tunisia","2000","24960","","million cubic metres"
"Tunisia","1999","32760","","million cubic metres"
"Tunisia","1995","24240","","million cubic metres"
"Tunisia","1990","49920","","million cubic metres"
"Turkey","2007","471248","","million cubic metres"
"Turkey","2006","492480","","million cubic metres"
"Turkey","2005","504580","","million cubic metres"
"Turkey","2004","490373","","million cubic metres"
"Turkey","2003","536428","","million cubic metres"
"Turkey","2002","495134","","million cubic metres"
"Turkey","2001","566247","","million cubic metres"
"Turkey","2000","462740","","million cubic metres"
"Turkey","1995","501301","","million cubic metres"
"Turkey","1990","399979","","million cubic metres"
"United Kingdom","2009","307871","","million cubic metres"
"United Kingdom","2008","328562","","million cubic metres"
"United Kingdom","2007","303966","","million cubic metres"
"United Kingdom","2006","298282","","million cubic metres"
"United Kingdom","2005","273842","","million cubic metres"
"United Kingdom","2004","307431","","million cubic metres"
"United Kingdom","2003","228856","","million cubic metres"
"United Kingdom","2002","324685","","million cubic metres"
"United Kingdom","2001","266177","","million cubic metres"
"United Kingdom","2000","338989","","million cubic metres"
"United Kingdom","1999","314559","","million cubic metres"
"United Kingdom","1998","321155","","million cubic metres"
"United Kingdom","1997","260019","","million cubic metres"
"United Kingdom","1996","232622","","million cubic metres"
"United Kingdom","1995","259765","","million cubic metres"
"United Kingdom","1990","298070","","million cubic metres"
"Venezuela","2009","936000","","million cubic metres"
"Venezuela","2008","1293661.5","","million cubic metres"
"Venezuela","2007","1335846.125","","million cubic metres"
"Venezuela","2006","1060000","","million cubic metres"
"Venezuela","2005","1560000","","million cubic metres"
"Venezuela","2004","1520000","","million cubic metres"
"Venezuela","2003","1195231","","million cubic metres"
"Venezuela","2002","1420000","","million cubic metres"
"Venezuela","2001","1360000","","million cubic metres"
"Venezuela","2000","1360000","","million cubic metres"
"Venezuela","1999","1560000","","million cubic metres"
"Venezuela","1998","1520000","","million cubic metres"
"Venezuela","1997","1470000","","million cubic metres"
"Venezuela","1996","1420000","","million cubic metres"
"Venezuela","1995","1520000","","million cubic metres"
"Venezuela","1990","1630000","","million cubic metres"
"Yemen","2002","55000","","million cubic metres"
"Yemen","2000","68000","","million cubic metres"
"Zimbabwe","2005","206712","","million cubic metres"
"Zimbabwe","2004","278338","","million cubic metres"
"Zimbabwe","2003","235238","","million cubic metres"
"Zimbabwe","2002","181977","","million cubic metres"
"Zimbabwe","2001","284708","","million cubic metres"
"Zimbabwe","2000","345236","","million cubic metres"
"Zimbabwe","1999","304363","","million cubic metres"
"Zimbabwe","1995","163650","","million cubic metres"
"Zimbabwe","1990","244264","","million cubic metres"
